strain1,strain2,lens1,lens2,spe1,spe2,color,dist_link1,dist_link2,phy_seqdist
Pseudomonas_kribbensis_46-2_5863,Pseudomonas_koreensis_LB-090714_6399,1,1,kribbensis,koreensis,#C9EDBA66,0.179865846841811,1,0.512268609064287
Pseudomonas_kribbensis_46-2_5863,Pseudomonas_fluorescens_PF_150_9413,1,2,kribbensis,fluorescens,#C9EDBA66,0.183219675796534,1,0.502268288072585
Pseudomonas_kribbensis_46-2_5863,Pseudomonas_moraviensis_FP1761_12282,1,1,kribbensis,moraviensis,#C9EDBA66,0.188809390721073,1,0.509337018906144
Pseudomonas_kribbensis_46-2_5863,Pseudomonas_fluorescens_90D7A_9412,1,1,kribbensis,fluorescens,#C9EDBA66,0.189927333705981,1,0.505362582501269
Pseudomonas_syringae_isolate_inb918_11494,Pseudomonas_fluorescens_isolate_PS732_11797,1,3,syringae,fluorescens,#E2782050,0.148563443264393,1,0.483581224647479
Pseudomonas_fluorescens_LBUM677_9416,Pseudomonas_koreensis_P19E3_6216,1,1,fluorescens,koreensis,#70BCC950,0.0222358859698155,1,0.221619537616826
Pseudomonas_fluorescens_LBUM677_9416,Pseudomonas_parafulva_20a_7374,1,1,fluorescens,parafulva,#70BCC950,0.0244717719396311,1,0.257230300438362
Pseudomonas_fluorescens_LBUM677_9416,Pseudomonas_granadensis_LMG_27940_6372,1,1,fluorescens,granadensis,#70BCC950,0.0267076579094466,1,0.339346447570046
Pseudomonas_fluorescens_LBUM677_9416,Pseudomonas_koreensis_UASWS1668_11851,1,1,fluorescens,koreensis,#70BCC950,0.0770150922302963,1,0.40088339809372
Pseudomonas_fluorescens_LBUM677_9416,Pseudomonas_jessenii_EC-S101_9489,1,1,fluorescens,jessenii,#70BCC950,0.078133035215204,1,0.411638983216343
Pseudomonas_fluorescens_LBUM677_9416,Pseudomonas_koreensis_3286_11850,1,1,fluorescens,koreensis,#70BCC950,0.0859586361095584,1,0.403015733780438
Pseudomonas_fluorescens_LBUM677_9416,Pseudomonas_moraviensis_TYU5_6635,1,1,fluorescens,moraviensis,#70BCC950,0.0870765790944662,1,0.367062366089525
Pseudomonas_fluorescens_LBUM677_9416,Pseudomonas_putida_FDAARGOS_376_6746,1,1,fluorescens,putida,#70BCC950,0.088194522079374,1,0.351443992530632
Pseudomonas_fluorescens_LBUM677_9416,Pseudomonas_moraviensis_TYU6_7046,1,1,fluorescens,moraviensis,#70BCC950,0.0904304080491895,1,0.417863652005455
Pseudomonas_fluorescens_LBUM677_9416,Pseudomonas_asplenii_4A7_6887,1,1,fluorescens,asplenii,#70BCC950,0.116143096702068,1,0.458393402306649
Pseudomonas_fluorescens_LBUM677_9416,Pseudomonas_jessenii_LBp-160603_6739,1,1,fluorescens,jessenii,#70BCC950,0.117261039686976,1,0.471510859800243
Pseudomonas_fluorescens_LBUM677_9416,Pseudomonas_chlororaphis_EA105_2480,1,1,fluorescens,chlororaphis,#70BCC950,0.123968697596423,1,0.447421163727852
Pseudomonas_fluorescens_LBUM677_9416,Pseudomonas_helmanticensis_BIGb0525_7512,1,1,fluorescens,helmanticensis,#70BCC950,0.131794298490777,1,0.468478926151833
Pseudomonas_fluorescens_R124_359,Pseudomonas_moraviensis_R28-S_2997,1,1,fluorescens,moraviensis,#70BCC950,0.0255897149245388,1,0.402823490690239
Pseudomonas_fluorescens_R124_359,Pseudomonas_koreensis_D26_4042,1,1,fluorescens,koreensis,#70BCC950,0.0267076579094466,1,0.401863154513331
Pseudomonas_fluorescens_R124_359,Pseudomonas_moraviensis_BS3668_6863,1,1,fluorescens,moraviensis,#70BCC950,0.0289435438792622,1,0.491630694342395
Pseudomonas_fluorescens_R124_359,Pseudomonas_kribbensis_CHA-19_7397,1,1,fluorescens,kribbensis,#70BCC950,0.0423588596981554,1,0.486775838926174
Pseudomonas_fluorescens_R124_359,Pseudomonas_jessenii_E2333_6565,1,1,fluorescens,jessenii,#70BCC950,0.139619899385131,1,0.48112032532442
Pseudomonas_fluorescens_R124_359,Pseudomonas_moraviensis_Devor_4047,1,2,fluorescens,moraviensis,#70BCC950,0.147445500279486,1,0.517359849360774
Pseudomonas_fluorescens_R124_359,Pseudomonas_koreensis_AB36_9436,1,1,fluorescens,koreensis,#70BCC950,0.153035215204025,1,0.486721558622289
Pseudomonas_fluorescens_R124_359,Pseudomonas_moraviensis_UCD-KL30_5630,1,1,fluorescens,moraviensis,#70BCC950,0.156389044158748,1,0.489873776918307
Pseudomonas_fluorescens_R124_359,Pseudomonas_koreensis_IMBL1_5091,1,1,fluorescens,koreensis,#70BCC950,0.158624930128563,1,0.494501957282441
Pseudomonas_fluorescens_R124_359,Pseudomonas_koreensis_57B-090624_7323,1,1,fluorescens,koreensis,#70BCC950,0.160860816098379,1,0.498976314941645
Pseudomonas_fluorescens_R124_359,Pseudomonas_moraviensis_PM_105_11569,1,1,fluorescens,moraviensis,#70BCC950,0.16533258803801,1,0.501194587319638
Pseudomonas_fluorescens_R124_359,Pseudomonas_koreensis_LB-090714_6399,1,1,fluorescens,koreensis,#70BCC950,0.170922302962549,1,0.50403306166546
Pseudomonas_fluorescens_R124_359,Pseudomonas_moraviensis_FP1761_12282,1,1,fluorescens,moraviensis,#70BCC950,0.179865846841811,1,0.493176243684619
Pseudomonas_koreensis_P19E3_6216,Pseudomonas_parafulva_20a_7374,1,1,koreensis,parafulva,#E1929F66,0.0211179429849078,1,0.206719763122181
Pseudomonas_koreensis_P19E3_6216,Pseudomonas_granadensis_LMG_27940_6372,1,1,koreensis,granadensis,#E1929F66,0.0233538289547233,1,0.349503126605597
Pseudomonas_koreensis_P19E3_6216,Pseudomonas_jessenii_EC-S101_9489,1,1,koreensis,jessenii,#E1929F66,0.0747792062604807,1,0.451444329985406
Pseudomonas_koreensis_P19E3_6216,Pseudomonas_fluorescens_CH229_5764,1,1,koreensis,fluorescens,#E1929F66,0.0758971492453885,1,0.445301664355062
Pseudomonas_koreensis_P19E3_6216,Pseudomonas_moraviensis_TYU5_6635,1,1,koreensis,moraviensis,#E1929F66,0.0837227501397429,1,0.346134949230265
Pseudomonas_koreensis_P19E3_6216,Pseudomonas_putida_FDAARGOS_376_6746,1,1,koreensis,putida,#E1929F66,0.0848406931246506,1,0.416367632268398
Pseudomonas_koreensis_P19E3_6216,Pseudomonas_moraviensis_TYU6_7046,1,1,koreensis,moraviensis,#E1929F66,0.0870765790944662,1,0.385530650474776
Pseudomonas_koreensis_P19E3_6216,Pseudomonas_fluorescens_H16_2433,1,1,koreensis,fluorescens,#E1929F66,0.103845723868083,1,0.483600216191011
Pseudomonas_koreensis_P19E3_6216,Pseudomonas_asplenii_4A7_6887,1,1,koreensis,asplenii,#E1929F66,0.112789267747345,1,0.482744427558257
Pseudomonas_koreensis_P19E3_6216,Pseudomonas_jessenii_LBp-160603_6739,1,1,koreensis,jessenii,#E1929F66,0.113907210732253,1,0.480463281150566
Pseudomonas_koreensis_P19E3_6216,Pseudomonas_chlororaphis_EA105_2480,1,1,koreensis,chlororaphis,#E1929F66,0.120614868641699,1,0.458623240455847
Pseudomonas_koreensis_P19E3_6216,Pseudomonas_fluorescens_isolate_PS941_11820,1,1,koreensis,fluorescens,#E1929F66,0.127322526551146,1,0.471576448446222
Pseudomonas_koreensis_P19E3_6216,Pseudomonas_helmanticensis_BIGb0525_7512,1,1,koreensis,helmanticensis,#E1929F66,0.128440469536054,1,0.495635469332179
Pseudomonas_parafulva_20a_7374,Pseudomonas_granadensis_LMG_27940_6372,1,1,parafulva,granadensis,#E9D1C666,0.0211179429849078,1,0.401614906832298
Pseudomonas_parafulva_20a_7374,Pseudomonas_koreensis_UASWS1668_11851,1,1,parafulva,koreensis,#E9D1C666,0.0714253773057574,1,0.438536268717475
Pseudomonas_parafulva_20a_7374,Pseudomonas_jessenii_EC-S101_9489,1,1,parafulva,jessenii,#E9D1C666,0.0725433202906652,1,0.441363891649026
Pseudomonas_parafulva_20a_7374,Pseudomonas_fluorescens_CH229_5764,1,1,parafulva,fluorescens,#E9D1C666,0.0736612632755729,1,0.443987465726596
Pseudomonas_parafulva_20a_7374,Pseudomonas_koreensis_3286_11850,1,1,parafulva,koreensis,#E9D1C666,0.0803689211850196,1,0.392254488926938
Pseudomonas_parafulva_20a_7374,Pseudomonas_moraviensis_TYU5_6635,1,1,parafulva,moraviensis,#E9D1C666,0.0814868641699273,1,0.347912595487653
Pseudomonas_parafulva_20a_7374,Pseudomonas_putida_FDAARGOS_376_6746,1,1,parafulva,putida,#E9D1C666,0.0826048071548351,1,0.412972497802336
Pseudomonas_parafulva_20a_7374,Pseudomonas_moraviensis_TYU6_7046,1,1,parafulva,moraviensis,#E9D1C666,0.0848406931246506,1,0.384975493682672
Pseudomonas_parafulva_20a_7374,Pseudomonas_fluorescens_H16_2433,1,1,parafulva,fluorescens,#E9D1C666,0.101609837898267,1,0.473927540400328
Pseudomonas_parafulva_20a_7374,Pseudomonas_asplenii_4A7_6887,1,1,parafulva,asplenii,#E9D1C666,0.110553381777529,1,0.472983180314265
Pseudomonas_parafulva_20a_7374,Pseudomonas_jessenii_LBp-160603_6739,1,1,parafulva,jessenii,#E9D1C666,0.111671324762437,1,0.47459694526941
Pseudomonas_parafulva_20a_7374,Pseudomonas_chlororaphis_EA105_2480,1,1,parafulva,chlororaphis,#E9D1C666,0.118378982671884,1,0.452191792619386
Pseudomonas_parafulva_20a_7374,Pseudomonas_fluorescens_isolate_PS941_11820,1,1,parafulva,fluorescens,#E9D1C666,0.12508664058133,1,0.461743638280023
Pseudomonas_parafulva_20a_7374,Pseudomonas_helmanticensis_BIGb0525_7512,1,1,parafulva,helmanticensis,#E9D1C666,0.126204583566238,1,0.48388668255229
Pseudomonas_granadensis_LMG_27940_6372,Pseudomonas_koreensis_UASWS1668_11851,1,1,granadensis,koreensis,#BBE8BD66,0.0691894913359419,1,0.472410186351314
Pseudomonas_granadensis_LMG_27940_6372,Pseudomonas_jessenii_EC-S101_9489,1,1,granadensis,jessenii,#BBE8BD66,0.0703074343208496,1,0.474744924792258
Pseudomonas_granadensis_LMG_27940_6372,Pseudomonas_fluorescens_CH229_5764,1,1,granadensis,fluorescens,#BBE8BD66,0.0714253773057574,1,0.46714338683193
Pseudomonas_granadensis_LMG_27940_6372,Pseudomonas_koreensis_3286_11850,1,1,granadensis,koreensis,#BBE8BD66,0.078133035215204,1,0.457301873818119
Pseudomonas_granadensis_LMG_27940_6372,Pseudomonas_moraviensis_TYU5_6635,1,1,granadensis,moraviensis,#BBE8BD66,0.0792509782001118,1,0.445795350580351
Pseudomonas_granadensis_LMG_27940_6372,Pseudomonas_putida_FDAARGOS_376_6746,1,1,granadensis,putida,#BBE8BD66,0.0803689211850196,1,0.456902414144849
Pseudomonas_granadensis_LMG_27940_6372,Pseudomonas_moraviensis_TYU6_7046,1,1,granadensis,moraviensis,#BBE8BD66,0.0826048071548351,1,0.485680147282947
Pseudomonas_granadensis_LMG_27940_6372,Pseudomonas_fluorescens_H16_2433,1,1,granadensis,fluorescens,#BBE8BD66,0.0993739519284517,1,0.456907880791895
Pseudomonas_granadensis_LMG_27940_6372,Pseudomonas_asplenii_4A7_6887,1,1,granadensis,asplenii,#BBE8BD66,0.108317495807714,1,0.458203681240441
Pseudomonas_granadensis_LMG_27940_6372,Pseudomonas_jessenii_LBp-160603_6739,1,1,granadensis,jessenii,#BBE8BD66,0.109435438792622,1,0.46169205738796
Pseudomonas_granadensis_LMG_27940_6372,Pseudomonas_chlororaphis_EA105_2480,1,1,granadensis,chlororaphis,#BBE8BD66,0.116143096702068,1,0.449961867638336
Pseudomonas_granadensis_LMG_27940_6372,Pseudomonas_fluorescens_isolate_PS941_11820,1,1,granadensis,fluorescens,#BBE8BD66,0.122850754611515,1,0.452389576630516
Pseudomonas_granadensis_LMG_27940_6372,Pseudomonas_helmanticensis_BIGb0525_7512,1,1,granadensis,helmanticensis,#BBE8BD66,0.123968697596423,1,0.466341895482728
Pseudomonas_moraviensis_R28-S_2997,Pseudomonas_koreensis_D26_4042,1,1,moraviensis,koreensis,#ADE2C066,0.02,1,0.235182160723242
Pseudomonas_moraviensis_R28-S_2997,Pseudomonas_fluorescens_isolate_SRM1_2950,1,1,moraviensis,fluorescens,#ADE2C066,0.0233538289547233,1,0.340418514310844
Pseudomonas_moraviensis_R28-S_2997,Pseudomonas_kribbensis_CHA-19_7397,1,1,moraviensis,kribbensis,#ADE2C066,0.0356512017887088,1,0.508217511980623
Pseudomonas_moraviensis_R28-S_2997,Pseudomonas_fluorescens_SF4c_2949,1,2,moraviensis,fluorescens,#ADE2C066,0.0580100614868642,1,0.502286703931471
Pseudomonas_moraviensis_R28-S_2997,Pseudomonas_fluorescens_36F3_9405,1,1,moraviensis,fluorescens,#ADE2C066,0.0714253773057574,1,0.490197302047906
Pseudomonas_moraviensis_R28-S_2997,Pseudomonas_fluorescens_24D3_9409,1,1,moraviensis,fluorescens,#ADE2C066,0.0859586361095584,1,0.468997723056165
Pseudomonas_moraviensis_R28-S_2997,Pseudomonas_fluorescens_HKI0874_9421,1,1,moraviensis,fluorescens,#ADE2C066,0.0971380659586361,1,0.471565962784863
Pseudomonas_moraviensis_R28-S_2997,Pseudomonas_fluorescens_2F9_9410,1,1,moraviensis,fluorescens,#ADE2C066,0.118378982671884,1,0.467938366653818
Pseudomonas_moraviensis_R28-S_2997,Pseudomonas_fluorescens_isolate_PS898_11799,1,2,moraviensis,fluorescens,#ADE2C066,0.129558412520961,1,0.474092258626297
Pseudomonas_moraviensis_R28-S_2997,Pseudomonas_jessenii_E2333_6565,1,1,moraviensis,jessenii,#ADE2C066,0.132912241475685,1,0.474806383845985
Pseudomonas_moraviensis_R28-S_2997,Pseudomonas_fluorescens_MEP34_2951,1,1,moraviensis,fluorescens,#ADE2C066,0.138501956400224,1,0.433410128508624
Pseudomonas_moraviensis_R28-S_2997,Pseudomonas_koreensis_AB36_9436,1,1,moraviensis,koreensis,#ADE2C066,0.146327557294578,1,0.412212517884217
Pseudomonas_moraviensis_R28-S_2997,Pseudomonas_fluorescens_SF39a_2948,1,2,moraviensis,fluorescens,#ADE2C066,0.147445500279486,1,0.408244966298888
Pseudomonas_moraviensis_R28-S_2997,Pseudomonas_koreensis_IMBL1_5091,1,1,moraviensis,koreensis,#ADE2C066,0.151917272219117,1,0.389693196309354
Pseudomonas_moraviensis_R28-S_2997,Pseudomonas_koreensis_57B-090624_7323,1,1,moraviensis,koreensis,#ADE2C066,0.154153158188932,1,0.397102533946327
Pseudomonas_moraviensis_R28-S_2997,Pseudomonas_fluorescens_isolate_PS865_11813,1,1,moraviensis,fluorescens,#ADE2C066,0.160860816098379,1,0.407346256111159
Pseudomonas_moraviensis_R28-S_2997,Pseudomonas_koreensis_LB-090714_6399,1,1,moraviensis,koreensis,#ADE2C066,0.164214645053102,1,0.398419632114636
Pseudomonas_moraviensis_R28-S_2997,Pseudomonas_fluorescens_PF_150_9413,1,2,moraviensis,fluorescens,#ADE2C066,0.167568474007826,1,0.400310226786478
Pseudomonas_moraviensis_R28-S_2997,Pseudomonas_fluorescens_90D7A_9412,1,1,moraviensis,fluorescens,#ADE2C066,0.174276131917272,1,0.390920854000431
Pseudomonas_koreensis_D26_4042,Pseudomonas_moraviensis_BS3668_6863,1,1,koreensis,moraviensis,#E1929F66,0.0211179429849078,1,0.392522914232719
Pseudomonas_koreensis_D26_4042,Pseudomonas_fluorescens_isolate_SRM1_2950,1,1,koreensis,fluorescens,#E1929F66,0.0222358859698155,1,0.374971955627571
Pseudomonas_koreensis_D26_4042,Pseudomonas_kribbensis_CHA-19_7397,1,1,koreensis,kribbensis,#E1929F66,0.034533258803801,1,0.517374680495997
Pseudomonas_koreensis_D26_4042,Pseudomonas_fluorescens_SF4c_2949,1,2,koreensis,fluorescens,#E1929F66,0.0568921185019564,1,0.501693880986449
Pseudomonas_koreensis_D26_4042,Pseudomonas_fluorescens_36F3_9405,1,1,koreensis,fluorescens,#E1929F66,0.0703074343208496,1,0.488723478703439
Pseudomonas_koreensis_D26_4042,Pseudomonas_fluorescens_24D3_9409,1,1,koreensis,fluorescens,#E1929F66,0.0848406931246506,1,0.483800560033219
Pseudomonas_koreensis_D26_4042,Pseudomonas_fluorescens_HKI0874_9421,1,1,koreensis,fluorescens,#E1929F66,0.0960201229737283,1,0.460642364447861
Pseudomonas_koreensis_D26_4042,Pseudomonas_fluorescens_2F9_9410,1,1,koreensis,fluorescens,#E1929F66,0.117261039686976,1,0.45938136066905
Pseudomonas_koreensis_D26_4042,Pseudomonas_fluorescens_isolate_PS898_11799,1,2,koreensis,fluorescens,#E1929F66,0.128440469536054,1,0.484910355388247
Pseudomonas_koreensis_D26_4042,Pseudomonas_jessenii_E2333_6565,1,1,koreensis,jessenii,#E1929F66,0.131794298490777,1,0.474214210598995
Pseudomonas_koreensis_D26_4042,Pseudomonas_fluorescens_MEP34_2951,1,1,koreensis,fluorescens,#E1929F66,0.137384013415316,1,0.440175607666774
Pseudomonas_koreensis_D26_4042,Pseudomonas_moraviensis_Devor_4047,1,2,koreensis,moraviensis,#E1929F66,0.139619899385131,1,0.464790162454874
Pseudomonas_koreensis_D26_4042,Pseudomonas_fluorescens_SF39a_2948,1,2,koreensis,fluorescens,#E1929F66,0.146327557294578,1,0.414987316414628
Pseudomonas_koreensis_D26_4042,Pseudomonas_moraviensis_UCD-KL30_5630,1,1,koreensis,moraviensis,#E1929F66,0.148563443264393,1,0.371368610732651
Pseudomonas_koreensis_D26_4042,Pseudomonas_moraviensis_PM_105_11569,1,1,koreensis,moraviensis,#E1929F66,0.157506987143656,1,0.426673435660355
Pseudomonas_koreensis_D26_4042,Pseudomonas_fluorescens_isolate_PS865_11813,1,1,koreensis,fluorescens,#E1929F66,0.159742873113471,1,0.404894145321485
Pseudomonas_koreensis_D26_4042,Pseudomonas_fluorescens_PF_150_9413,1,2,koreensis,fluorescens,#E1929F66,0.166450531022918,1,0.408289641184974
Pseudomonas_koreensis_D26_4042,Pseudomonas_moraviensis_FP1761_12282,1,1,koreensis,moraviensis,#E1929F66,0.172040245947457,1,0.400824553366926
Pseudomonas_koreensis_D26_4042,Pseudomonas_fluorescens_90D7A_9412,1,1,koreensis,fluorescens,#E1929F66,0.173158188932364,1,0.385489663629993
Pseudomonas_moraviensis_BS3668_6863,Pseudomonas_fluorescens_isolate_SRM1_2950,1,1,moraviensis,fluorescens,#ADE2C066,0.02,1,0.452950595224282
Pseudomonas_moraviensis_BS3668_6863,Pseudomonas_kribbensis_CHA-19_7397,1,1,moraviensis,kribbensis,#ADE2C066,0.0322973728339855,1,0.483346438119201
Pseudomonas_moraviensis_BS3668_6863,Pseudomonas_fluorescens_SF4c_2949,1,2,moraviensis,fluorescens,#ADE2C066,0.0546562325321409,1,0.489319267306986
Pseudomonas_moraviensis_BS3668_6863,Pseudomonas_fluorescens_36F3_9405,1,1,moraviensis,fluorescens,#ADE2C066,0.0680715483510341,1,0.469116628539048
Pseudomonas_moraviensis_BS3668_6863,Pseudomonas_fluorescens_24D3_9409,1,1,moraviensis,fluorescens,#ADE2C066,0.0826048071548351,1,0.45107567865159
Pseudomonas_moraviensis_BS3668_6863,Pseudomonas_fluorescens_HKI0874_9421,1,1,moraviensis,fluorescens,#ADE2C066,0.0937842370039128,1,0.457192410784674
Pseudomonas_moraviensis_BS3668_6863,Pseudomonas_fluorescens_2F9_9410,1,1,moraviensis,fluorescens,#ADE2C066,0.11502515371716,1,0.467482359848604
Pseudomonas_moraviensis_BS3668_6863,Pseudomonas_fluorescens_isolate_PS898_11799,1,2,moraviensis,fluorescens,#ADE2C066,0.126204583566238,1,0.472964326546881
Pseudomonas_moraviensis_BS3668_6863,Pseudomonas_jessenii_E2333_6565,1,1,moraviensis,jessenii,#ADE2C066,0.129558412520961,1,0.473699710754667
Pseudomonas_moraviensis_BS3668_6863,Pseudomonas_fluorescens_MEP34_2951,1,1,moraviensis,fluorescens,#ADE2C066,0.1351481274455,1,0.377422774076317
Pseudomonas_moraviensis_BS3668_6863,Pseudomonas_koreensis_AB36_9436,1,1,moraviensis,koreensis,#ADE2C066,0.142973728339855,1,0.406105626480582
Pseudomonas_moraviensis_BS3668_6863,Pseudomonas_fluorescens_SF39a_2948,1,2,moraviensis,fluorescens,#ADE2C066,0.144091671324762,1,0.402828265395278
Pseudomonas_moraviensis_BS3668_6863,Pseudomonas_koreensis_IMBL1_5091,1,1,moraviensis,koreensis,#ADE2C066,0.148563443264393,1,0.41967102059826
Pseudomonas_moraviensis_BS3668_6863,Pseudomonas_koreensis_57B-090624_7323,1,1,moraviensis,koreensis,#ADE2C066,0.150799329234209,1,0.418930511867315
Pseudomonas_moraviensis_BS3668_6863,Pseudomonas_fluorescens_isolate_PS865_11813,1,1,moraviensis,fluorescens,#ADE2C066,0.157506987143656,1,0.42150196111869
Pseudomonas_moraviensis_BS3668_6863,Pseudomonas_koreensis_LB-090714_6399,1,1,moraviensis,koreensis,#ADE2C066,0.160860816098379,1,0.423391450287022
Pseudomonas_moraviensis_BS3668_6863,Pseudomonas_fluorescens_PF_150_9413,1,2,moraviensis,fluorescens,#ADE2C066,0.164214645053102,1,0.415946682439426
Pseudomonas_moraviensis_BS3668_6863,Pseudomonas_fluorescens_90D7A_9412,1,1,moraviensis,fluorescens,#ADE2C066,0.170922302962549,1,0.431768715427819
Pseudomonas_fluorescens_isolate_SRM1_2950,Pseudomonas_kribbensis_CHA-19_7397,1,1,fluorescens,kribbensis,#70BCC950,0.0311794298490777,1,0.489350234984694
Pseudomonas_fluorescens_isolate_SRM1_2950,Pseudomonas_jessenii_E2333_6565,1,1,fluorescens,jessenii,#70BCC950,0.128440469536054,1,0.370104693907194
Pseudomonas_fluorescens_isolate_SRM1_2950,Pseudomonas_moraviensis_Devor_4047,1,2,fluorescens,moraviensis,#70BCC950,0.136266070430408,1,0.474429538544998
Pseudomonas_fluorescens_isolate_SRM1_2950,Pseudomonas_koreensis_AB36_9436,1,1,fluorescens,koreensis,#70BCC950,0.141855785354947,1,0.481887065534342
Pseudomonas_fluorescens_isolate_SRM1_2950,Pseudomonas_moraviensis_UCD-KL30_5630,1,1,fluorescens,moraviensis,#70BCC950,0.14520961430967,1,0.467440772404406
Pseudomonas_fluorescens_isolate_SRM1_2950,Pseudomonas_koreensis_IMBL1_5091,1,1,fluorescens,koreensis,#70BCC950,0.147445500279486,1,0.486884781308058
Pseudomonas_fluorescens_isolate_SRM1_2950,Pseudomonas_koreensis_57B-090624_7323,1,1,fluorescens,koreensis,#70BCC950,0.149681386249301,1,0.482668603488384
Pseudomonas_fluorescens_isolate_SRM1_2950,Pseudomonas_moraviensis_PM_105_11569,1,1,fluorescens,moraviensis,#70BCC950,0.154153158188932,1,0.482078490999373
Pseudomonas_fluorescens_isolate_SRM1_2950,Pseudomonas_koreensis_LB-090714_6399,1,1,fluorescens,koreensis,#70BCC950,0.159742873113471,1,0.490876222883879
Pseudomonas_fluorescens_isolate_SRM1_2950,Pseudomonas_moraviensis_FP1761_12282,1,1,fluorescens,moraviensis,#70BCC950,0.168686416992733,1,0.486855506047104
Pseudomonas_kribbensis_CHA-19_7397,Pseudomonas_fluorescens_SF4c_2949,1,2,kribbensis,fluorescens,#C9EDBA66,0.0412409167132476,1,0.17010673065439
Pseudomonas_kribbensis_CHA-19_7397,Pseudomonas_fluorescens_36F3_9405,1,1,kribbensis,fluorescens,#C9EDBA66,0.0546562325321409,1,0.230098997198999
Pseudomonas_kribbensis_CHA-19_7397,Pseudomonas_fluorescens_24D3_9409,1,1,kribbensis,fluorescens,#C9EDBA66,0.0691894913359419,1,0.267589963124656
Pseudomonas_kribbensis_CHA-19_7397,Pseudomonas_fluorescens_HKI0874_9421,1,1,kribbensis,fluorescens,#C9EDBA66,0.0803689211850196,1,0.222956943654261
Pseudomonas_kribbensis_CHA-19_7397,Pseudomonas_fluorescens_2F9_9410,1,1,kribbensis,fluorescens,#C9EDBA66,0.101609837898267,1,0.275995504855604
Pseudomonas_kribbensis_CHA-19_7397,Pseudomonas_fluorescens_isolate_PS898_11799,1,2,kribbensis,fluorescens,#C9EDBA66,0.112789267747345,1,0.280729697587496
Pseudomonas_kribbensis_CHA-19_7397,Pseudomonas_jessenii_E2333_6565,1,1,kribbensis,jessenii,#C9EDBA66,0.116143096702068,1,0.269816894348999
Pseudomonas_kribbensis_CHA-19_7397,Pseudomonas_fluorescens_MEP34_2951,1,1,kribbensis,fluorescens,#C9EDBA66,0.121732811626607,1,0.289914203603868
Pseudomonas_kribbensis_CHA-19_7397,Pseudomonas_moraviensis_Devor_4047,1,2,kribbensis,moraviensis,#C9EDBA66,0.123968697596423,1,0.423219280351622
Pseudomonas_kribbensis_CHA-19_7397,Pseudomonas_koreensis_AB36_9436,1,1,kribbensis,koreensis,#C9EDBA66,0.129558412520961,1,0.294150394420344
Pseudomonas_kribbensis_CHA-19_7397,Pseudomonas_fluorescens_SF39a_2948,1,2,kribbensis,fluorescens,#C9EDBA66,0.130676355505869,1,0.285335939716871
Pseudomonas_kribbensis_CHA-19_7397,Pseudomonas_moraviensis_UCD-KL30_5630,1,1,kribbensis,moraviensis,#C9EDBA66,0.132912241475685,1,0.314051742123931
Pseudomonas_kribbensis_CHA-19_7397,Pseudomonas_koreensis_IMBL1_5091,1,1,kribbensis,koreensis,#C9EDBA66,0.1351481274455,1,0.302855422812244
Pseudomonas_kribbensis_CHA-19_7397,Pseudomonas_koreensis_57B-090624_7323,1,1,kribbensis,koreensis,#C9EDBA66,0.137384013415316,1,0.291737071573106
Pseudomonas_kribbensis_CHA-19_7397,Pseudomonas_moraviensis_PM_105_11569,1,1,kribbensis,moraviensis,#C9EDBA66,0.141855785354947,1,0.275914457233892
Pseudomonas_kribbensis_CHA-19_7397,Pseudomonas_fluorescens_isolate_PS865_11813,1,1,kribbensis,fluorescens,#C9EDBA66,0.144091671324762,1,0.306915942758823
Pseudomonas_kribbensis_CHA-19_7397,Pseudomonas_koreensis_LB-090714_6399,1,1,kribbensis,koreensis,#C9EDBA66,0.147445500279486,1,0.312785340314136
Pseudomonas_kribbensis_CHA-19_7397,Pseudomonas_fluorescens_PF_150_9413,1,2,kribbensis,fluorescens,#C9EDBA66,0.150799329234209,1,0.287647877158667
Pseudomonas_kribbensis_CHA-19_7397,Pseudomonas_moraviensis_FP1761_12282,1,1,kribbensis,moraviensis,#C9EDBA66,0.156389044158748,1,0.302229259290328
Pseudomonas_kribbensis_CHA-19_7397,Pseudomonas_fluorescens_90D7A_9412,1,1,kribbensis,fluorescens,#C9EDBA66,0.157506987143656,1,0.310805295379624
Pseudomonas_fluorescens_SF4c_2949,Pseudomonas_jessenii_E2333_6565,2,1,fluorescens,jessenii,#70BCC950,0.0937842370039128,1,0.27918845826011
Pseudomonas_fluorescens_SF4c_2949,Pseudomonas_moraviensis_Devor_4047,2,2,fluorescens,moraviensis,#70BCC950,0.101609837898267,1,0.435262168372676
Pseudomonas_fluorescens_SF4c_2949,Pseudomonas_koreensis_AB36_9436,2,1,fluorescens,koreensis,#70BCC950,0.107199552822806,1,0.301891127053246
Pseudomonas_fluorescens_SF4c_2949,Pseudomonas_moraviensis_UCD-KL30_5630,2,1,fluorescens,moraviensis,#70BCC950,0.110553381777529,1,0.311026687011491
Pseudomonas_fluorescens_SF4c_2949,Pseudomonas_koreensis_IMBL1_5091,2,1,fluorescens,koreensis,#70BCC950,0.112789267747345,1,0.297336727092128
Pseudomonas_fluorescens_SF4c_2949,Pseudomonas_koreensis_57B-090624_7323,2,1,fluorescens,koreensis,#70BCC950,0.11502515371716,1,0.280550433867725
Pseudomonas_fluorescens_SF4c_2949,Pseudomonas_moraviensis_PM_105_11569,2,1,fluorescens,moraviensis,#70BCC950,0.119496925656792,1,0.284486086620828
